Entry	Entry name	Status	Protein names	Gene names	Organism	Taxonomic lineage (ALL)	Taxonomic lineage IDs	Taxonomic lineage (CLASS)	Taxonomic lineage (PHYLUM)	Taxonomic lineage (SUBPHYLUM)	Taxonomic lineage (SUBCLASS)	Taxonomic lineage (KINGDOM)	Taxonomic lineage (SUPERPHYLUM)	Taxonomic lineage (SUPERKINGDOM)	Taxonomic lineage (SUPERCLASS)	Taxonomic lineage (SUBKINGDOM)	Proteomes
A0A7J5ZKB6	A0A7J5ZKB6_AMEME	unreviewed	Uncharacterized protein	AMELA_G00289160	Ameiurus melas (Black bullhead) (Silurus melas)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Actinopterygii, Actinopteri, Neopterygii, Teleostei, Osteoglossocephalai, Clupeocephala, Otomorpha, Ostariophysi, Otophysi, Characiphysae, Siluriformes (catfishes), Siluroidei, Ictaluridae (bullhead catfishes), Ameiurus, Ameiurus melas (Black bullhead) (Silurus melas)	219545	Actinopteri	Chordata	Craniata	Neopterygii	Metazoa		Eukaryota	Actinopterygii		UP000593565: Unassembled WGS sequence
A0A7J7ITJ3	A0A7J7ITJ3_BUGNE	unreviewed	Uncharacterized protein	EB796_024771 EB796_025150	Bugula neritina (Brown bryozoan) (Sertularia neritina)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Bryozoa (bryozoans), Gymnolaemata, Cheilostomatida, Flustrina, Buguloidea, Bugulidae, Bugula, Bugula neritina (Brown bryozoan) (Sertularia neritina)	10212	Gymnolaemata	Bryozoa (bryozoans)			Metazoa		Eukaryota			UP000593567: Unassembled WGS sequence
A0A7J8GZW0	A0A7J8GZW0_ROUAE	unreviewed	Fatty acid desaturase 3	HJG63_004750	Rousettus aegyptiacus (Egyptian rousette) (Egyptian fruit bat)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Chiroptera, Megachiroptera, Pteropodidae (flying foxes), Pteropodinae, Rousettus, Rousettus aegyptiacus (Egyptian rousette) (Egyptian fruit bat)	9407	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000593571: Unassembled WGS sequence
O55245	TTHY_CROPO	reviewed	Transthyretin (crocTTR) (Prealbumin)	TTR	Crocodylus porosus (Saltwater crocodile) (Estuarine crocodile)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Crocodylia (alligators and others), Longirostres, Crocodylidae (crocodilians), Crocodylus, Crocodylus porosus (Saltwater crocodile) (Estuarine crocodile)	8502		Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000594220: Unplaced
A0A7M7KLQ7	A0A7M7KLQ7_VARDE	unreviewed	Uncharacterized protein		Varroa destructor (Honeybee mite)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Chelicerata, Arachnida, Acari, Parasitiformes, Mesostigmata, Monogynaspida, Gamasina, Dermanyssoidea, Varroidae, Varroa, Varroa destructor (Honeybee mite)	109461	Arachnida	Arthropoda	Chelicerata	Acari	Metazoa		Eukaryota			UP000594260: Unplaced
A0A7M5UXH9	A0A7M5UXH9_9CNID	unreviewed	Uncharacterized protein		Clytia hemisphaerica	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Cnidaria, Hydrozoa (hydrozoans), Hydroidolina, Leptothecata, Obeliida, Clytiidae, Clytia, Clytia hemisphaerica	252671	Hydrozoa (hydrozoans)	Cnidaria		Hydroidolina	Metazoa		Eukaryota			UP000594262: Unplaced
A0A7R8UFX9	A0A7R8UFX9_HERIL	unreviewed	Hypothetical protein	HERILL_LOCUS11137 HERILL_LOCUS3142	Hermetia illucens (Black soldier fly)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Diptera, Brachycera, Stratiomyomorpha, Stratiomyidae (soldier flies), Hermetiinae, Hermetia, Hermetia illucens (Black soldier fly)	343691	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000594454: Chromosome 1
A0A7T8JW07	A0A7T8JW07_CALRO	unreviewed	Uncharacterized protein	FKW44_020907 FKW44_025058	Caligus rogercresseyi (Sea louse)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Crustacea, Multicrustacea, Hexanauplia, Copepoda (copepods), Neocopepoda, Podoplea, Siphonostomatoida, Caligidae, Caligus, Caligus rogercresseyi (Sea louse)	217165	Hexanauplia	Arthropoda	Crustacea	Copepoda (copepods)	Metazoa		Eukaryota	Multicrustacea		UP000595437: Chromosome 15
A0A812C0T6	A0A812C0T6_SEPPH	unreviewed	Hypothetical protein	SPHA_26227	Sepia pharaonis (Pharaoh cuttlefish)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Spiralia, Lophotrochozoa, Mollusca, Cephalopoda (cephalopods), Coleoidea, Decapodiformes, Sepiida, Sepiina, Sepiidae (cuttlefish), Sepia, Sepia pharaonis (Pharaoh cuttlefish)	158019	Cephalopoda (cephalopods)	Mollusca		Coleoidea	Metazoa		Eukaryota			UP000597762: Unassembled WGS sequence
A0A834P282	A0A834P282_VESPE	unreviewed	Histone H4	H0235_000174 H0235_007908 H0235_007909 H0235_007914	Vespula pensylvanica (Western yellow jacket) (Wasp)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Aculeata, Vespoidea, Vespidae (wasps), Vespinae (hornets and yellowjackets), Vespula, Vespula pensylvanica (Western yellow jacket) (Wasp)	30213	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000600918: Unassembled WGS sequence
A0A852NDF6	A0A852NDF6_9PASS	unreviewed	Keratin (Fragment)	Krfb_6 Krfb_9 PTEMEL_R01546 PTEMEL_R10575	Pteruthius melanotis	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Sylvioidea, Timaliidae (babblers), Pteruthius, Pteruthius melanotis	357074	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000603297: Unassembled WGS sequence
A0A852A329	A0A852A329_CALOR	unreviewed	60S ribosomal protein L8 (Fragment)	Rpl8_0 Rpl8_1 CALORN_R05385 CALORN_R08435	Calcarius ornatus (Chestnut-collared longspur)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Passeroidea, Fringillidae, Emberizinae, Emberizini, Calcarius, Calcarius ornatus (Chestnut-collared longspur)	198940	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000603627: Unassembled WGS sequence
A0A851DVP6	A0A851DVP6_9CORV	unreviewed	ARHG8 protein (Fragment)	Net1 DRYGAM_R10151	Dryoscopus gambensis	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Corvoidea, Malaconotidae, Dryoscopus, Dryoscopus gambensis	85069	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000604080: Unassembled WGS sequence
W8C8Q0	W8C8Q0_CERCA	unreviewed	(Mediterranean fruit fly) hypothetical protein (Interferon-inducible double stranded RNA-dependent protein kinase activator A-A)	PRKAA CCAP1982_LOCUS5693	Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Diptera, Brachycera, Muscomorpha, Eremoneura, Cyclorrhapha, Schizophora, Acalyptratae, Tephritoidea, Tephritidae (fruit flies), Dacinae, Ceratitidini, Ceratitis, Ceratitis, Ceratitis capitata (Mediterranean fruit fly) (Tephritis capitata)	7213	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000606786: Unassembled WGS sequence
A0A852CJI4	A0A852CJI4_9PICI	unreviewed	ASMT methyltransferase (Fragment)	Asmt RAMSUL_R01025	Ramphastos sulfuratus	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Piciformes, Ramphastidae, Ramphastos, Ramphastos sulfuratus	322582	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000611227: Unassembled WGS sequence
A0A851RNM1	A0A851RNM1_CERFA	unreviewed	Keratin (Fragment)	Krsc_1 Krsc_0 CERFAM_R00023 CERFAM_R12545	Certhia familiaris (Eurasian treecreeper)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Certhiidae, Certhiinae, Certhia, Certhia familiaris (Eurasian treecreeper)	73333	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000611277: Unassembled WGS sequence
A0A851PB65	A0A851PB65_9GALL	unreviewed	FEN1 endonuclease (Fragment)	Fen1_1 Fen1_0 PENPIL_R01887 PENPIL_R15183	Penelope pileata	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Galloanserae, Galliformes, Cracidae, Penelope, Penelope pileata	1118817	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000613066: Unassembled WGS sequence
A0A851MED8	A0A851MED8_9DEND	unreviewed	Keratin (Fragment)	Krfb_1 Krfb_0 CAMPRO_R09048 CAMPRO_R10531	Campylorhamphus procurvoides	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Dendrocolaptidae, Campylorhamphus, Campylorhamphus procurvoides	190295	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000614027: Unassembled WGS sequence
A0A852AG56	A0A852AG56_9CORV	unreviewed	CHD3 protein (Fragment)	Chd3 CHLCYA_R14127	Chloropsis cyanopogon	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Corvoidea, Irenidae, Chloropsis, Chloropsis cyanopogon	1218682	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000614263: Unassembled WGS sequence
A0A834NL56	A0A834NL56_VESVU	unreviewed	Histone H3	HZH66_000799 HZH66_000800	Vespula vulgaris (Yellow jacket) (Wasp)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Aculeata, Vespoidea, Vespidae (wasps), Vespinae (hornets and yellowjackets), Vespula, Vespula vulgaris (Yellow jacket) (Wasp)	7454	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000614350: Unassembled WGS sequence
A0A811KQ32	A0A811KQ32_9BILA	unreviewed	Hypothetical protein	BOKJ2_LOCUS7075	Bursaphelenchus okinawaensis	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Nematoda (roundworms), Chromadorea, Rhabditida, Tylenchina, Tylenchomorpha, Aphelenchoidea, Aphelenchoididae, Bursaphelenchus (pine wood nematodes), Bursaphelenchus okinawaensis	465554	Chromadorea	Nematoda (roundworms)			Metazoa		Eukaryota			UP000614601: Unassembled WGS sequence
A0A834KB45	A0A834KB45_VESGE	unreviewed	Uncharacterized protein	HZH68_007459	Vespula germanica (German yellow jacket) (Paravespula germanica)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Hymenoptera, Apocrita (wasps, ants, and bees), Aculeata, Vespoidea, Vespidae (wasps), Vespinae (hornets and yellowjackets), Vespula, Vespula germanica (German yellow jacket) (Paravespula germanica)	30212	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000617340: Unassembled WGS sequence
A0A835TUQ1	A0A835TUQ1_9PASS	unreviewed	Histone H4	IHE44_014060 IHE44_014065	Lamprotornis superbus	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Sturnidae (starlings), Lamprotornis, Lamprotornis superbus	245042	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000618051: Unassembled WGS sequence
A0A852JWY6	A0A852JWY6_SPIPA	unreviewed	TOB1 protein (Fragment)	Tob1 SPIPAS_R02118	Spizella passerina (Chipping sparrow)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Passerellidae, Spizella, Spizella passerina (Chipping sparrow)	40210	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000618746: Unassembled WGS sequence
A0A851A5I0	A0A851A5I0_SULDA	unreviewed	NCKX3 protein (Fragment)	Slc24a3 SULDAC_R11519	Sula dactylatra (Masked booby)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Pelecaniformes (Ibis, herons and pelicans), Sulidae (gannets and boobies), Sula, Sula dactylatra (Masked booby)	56068	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000619137: Unassembled WGS sequence
A0A851LI59	A0A851LI59_CORCR	unreviewed	FANCJ protein (Fragment)	Brip1 CORCRI_R09237	Corythaeola cristata (Great blue turaco)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Musophagiformes (turacos), Musophagidae, Corythaeola, Corythaeola cristata (Great blue turaco)	103954	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000621168: Unassembled WGS sequence
A0A851UW79	A0A851UW79_9PASS	unreviewed	Histone H4 (Fragment)	ELAFOR_R04379 ELAFOR_R07838 ELAFOR_R08704	Elachura formosa (spotted wren-babbler)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Elachuridae, Elachura, Elachura formosa (spotted wren-babbler)	1463973	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000623542: Unassembled WGS sequence
A0A852D0Z4	A0A852D0Z4_PASAF	unreviewed	Glutamate dehydrogenase (NAD(P)(+)) (EC 1.4.1.3) (Fragment)	Glud1 PASAMO_R10551	Passerina amoena (Lazuli bunting)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Passeroidea, Fringillidae, Emberizinae, Cardinalini, Passerina, Passerina amoena (Lazuli bunting)	142471	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000625584: Unassembled WGS sequence
A0A834HRF0	A0A834HRF0_RHYFE	unreviewed	ABC transporter domain-containing protein	GWI33_023197 GWI33_023361	Rhynchophorus ferrugineus (Red palm weevil) (Curculio ferrugineus)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Protostomia, Ecdysozoa, Panarthropoda, Arthropoda, Mandibulata, Pancrustacea, Hexapoda, Insecta, Dicondylia, Pterygota (winged insects), Neoptera, Endopterygota, Coleoptera, Polyphaga, Cucujiformia, Curculionoidea, Curculionidae (weevils), Dryophthorinae (palm weevils), Rhynchophorus, Rhynchophorus ferrugineus (Red palm weevil) (Curculio ferrugineus)	354439	Insecta	Arthropoda	Hexapoda	Pterygota (winged insects)	Metazoa		Eukaryota			UP000625711: Unassembled WGS sequence
A0A852IRZ2	A0A852IRZ2_9PICI	unreviewed	BARH2 protein (Fragment)	Barhl2 TRILEU_R08686	Tricholaema leucomelas (pied barbet)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Piciformes, Lybiidae, Tricholaema, Tricholaema leucomelas (pied barbet)	240729	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000627253: Unassembled WGS sequence
A0A850YQ40	A0A850YQ40_AEGCA	unreviewed	ERGI1 protein (Fragment)	Ergic1 AEGCAU_R08689	Aegithalos caudatus (Long-tailed tit) (Acredula caudata)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Sylvioidea, Aegithalidae, Aegithalos, Aegithalos caudatus (Long-tailed tit) (Acredula caudata)	73327	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000628412: Unassembled WGS sequence
A0A850ZAR5	A0A850ZAR5_9PASS	unreviewed	Beta-ketoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41) (Fragment)	Oxsm TICMUR_R09289	Tichodroma muraria	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Sittidae, Tichodroma, Tichodroma muraria	237442	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000629438: Unassembled WGS sequence
A0A852FRT8	A0A852FRT8_PEUTA	unreviewed	ZNF22 protein (Fragment)	Znf22_4 Znf22_0 PEUTAE_R03527 PEUTAE_R11103	Peucedramus taeniatus (Olive warbler)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Passeroidea, Fringillidae, Peucedraminae, Peucedramus, Peucedramus taeniatus (Olive warbler)	135441	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000629713: Unassembled WGS sequence
A0A851AZJ3	A0A851AZJ3_PICGY	unreviewed	Keratin (Fragment)	Krfb_4 Krfb_8 PICGYM_R00015 PICGYM_R12694	Picathartes gymnocephalus (White-necked rockfowl)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Picathartidae, Picathartes, Picathartes gymnocephalus (White-necked rockfowl)	175131	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000631391: Unassembled WGS sequence
A0A833SH51	A0A833SH51_9CETA	unreviewed	Olfactory receptor	G4228_020305	Cervus hanglu yarkandensis (Yarkand deer)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Laurasiatheria, Artiodactyla, Ruminantia, Pecora, Cervidae (deer), Cervinae, Cervus, Cervus hanglu (Central Asian red deer), Cervus hanglu yarkandensis (Yarkand deer)	84702	Mammalia	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000631465: Unassembled WGS sequence
A0A850VKM9	A0A850VKM9_FREMA	unreviewed	ARHL1 protein (Fragment)	Adprhl1 FREMAG_R08896	Fregata magnificens (Magnificent frigatebird)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Pelecaniformes (Ibis, herons and pelicans), Fregatidae (frigatebirds), Fregata, Fregata magnificens (Magnificent frigatebird)	37042	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000632118: Unassembled WGS sequence
A0A851F3K3	A0A851F3K3_PITSO	unreviewed	Keratin (Fragment)	Krfb_11 Krfb_10 PITSOR_R05921 PITSOR_R05922	Pitta sordida (Hooded pitta)	cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Sauropsida, Sauria (diapsids), Archelosauria, Archosauria, Dinosauria, Saurischia, Theropoda, Coelurosauria, Aves, Neognathae, Passeriformes, Pittidae (pittas), Pitta, Pitta sordida (Hooded pitta)	9163	Aves	Chordata	Craniata		Metazoa		Eukaryota	Sarcopterygii		UP000633448: Unassembled WGS sequence
